SYMBOL,SECTOR
JAICORPLTD,Basic Materials
JAINAM,Basic Materials
JAIPURKURT,Consumer Cyclical
JAMNAAUTO,Consumer Cyclical
JASH,Industrials
JAYAGROGN,Basic Materials
JAYBARMARU,Consumer Cyclical
JAYNECOIND,Basic Materials
JAYSREETEA,Consumer Defensive
JBCHEPHARM,Healthcare
JBMA,Consumer Cyclical
JCHAC,Consumer Cyclical
JETAIRWAYS,Industrials
JETFREIGHT,Industrials
JFLLIFE,Healthcare
JHS,Consumer Defensive
JINDALPHOT,Financial Services
JINDALPOLY,Basic Materials
JINDALSAW,Basic Materials
JINDALSTEL,Basic Materials
JINDRILL,Energy
JINDWORLD,Consumer Cyclical
JIOFIN,Financial Services
JISLDVREQS,Industrials
JISLJALEQS,Industrials
JITFINFRA,Industrials
JIWANRAM,Industrials
JKCEMENT,Basic Materials
JKIL,Industrials
JKLAKSHMI,Basic Materials
JKPAPER,Basic Materials
JKTYRE,Consumer Cyclical
JLHL,Healthcare
JMA,Consumer Cyclical
JMFINANCIL,Financial Services
JOCIL,Basic Materials
JPASSOCIAT,Industrials
JPOLYINVST,Financial Services
JPPOWER,Utilities
JSL,Basic Materials
JSLL,Healthcare
JSWENERGY,Utilities
JSWHL,Industrials
JSWINFRA,Industrials
JSWSTEEL,Basic Materials
JTEKTINDIA,Consumer Cyclical
JTLIND,Basic Materials
JUBLFOOD,Consumer Cyclical
JUBLINDS,Basic Materials
JUBLINGREA,Basic Materials
JUBLPHARMA,Healthcare
JUNIORBEES,Financial Services
JUSTDIAL,Communication Services
JWL,Industrials
JYOTHYLAB,Consumer Defensive
JYOTICNC,Industrials
JYOTISTRUC,Industrials
KABRAEXTRU,Industrials
KAJARIACER,Industrials
KAKATCEM,Basic Materials
KALAMANDIR,Consumer Cyclical
KALYANIFRG,Consumer Cyclical
KALYANKJIL,Consumer Cyclical
KAMATHOTEL,Consumer Cyclical
KAMDHENU,Basic Materials
KAMOPAINTS,Basic Materials
KANANIIND,Consumer Cyclical
KANDARP,Services
KANORICHEM,Basic Materials
KANPRPLA,Consumer Cyclical
KANSAINER,Basic Materials
KAPSTON,Industrials
KARMAENG,Utilities
KARNIKA,Consumer Cyclical
KARURVYSYA,Financial Services
KAVVERITEL,Technology
KAYA,Consumer Defensive
KAYNES,Industrials
KBCGLOBAL,Real Estate
KCEIL,Industrials
KCK,Consumer Defensive
KCP,Basic Materials
KCPSUGIND,Consumer Defensive
KDDL,Consumer Cyclical
KDL,Communication Services
KEC,Industrials
KECL,Industrials
KEEPLEARN,Consumer Defensive
KEI,Industrials
KEL,Consumer Cyclical
KELLTONTEC,Technology
KERNEX,Technology
KESORAMIND,Basic Materials
KEYFINSERV,Financial Services
KFINTECH,Technology
KHADIM,Consumer Cyclical
KHAICHEM,Basic Materials
KHAITANLTD,Consumer Cyclical
KHANDSE,Financial Services
KHFM,Services
KICL,Financial Services
KILITCH,Healthcare
KIMS,Healthcare
KINGFA,Basic Materials
KIOCL,Basic Materials
KIRIINDUS,Basic Materials
KIRLOSBROS,Industrials
KIRLOSENG,Industrials
KIRLOSIND,Industrials
KIRLPNU,Industrials
KITEX,Consumer Cyclical
KKCL,Consumer Cyclical
KLL,Consumer Cyclical
KMSUGAR,Consumer Defensive
KNAGRI,Consumer Defensive
KNRCON,Industrials
KODYTECH,Technology
KOHINOOR,Consumer Defensive
KOKUYOCMLN,Industrials
KOLTEPATIL,Real Estate
KONTOR,Services
KOPRAN,Healthcare
KORE,Consumer Cyclical
KOTAKALPHA,Financial Services
KOTAKBANK,Financial Services
KOTAKBKETF,Financial Services
KOTAKCONS,Financial Services
KOTAKGOLD,Financial Services
KOTAKIT,Financial Services
KOTAKLIQ,Financial Services
KOTAKLOVOL,Financial Services
KOTAKMID50,Financial Services
KOTAKMNC,Financial Services
KOTAKNIFTY,Financial Services
KOTAKNV20,Financial Services
KOTAKPSUBK,Financial Services
KOTAKSILVE,Financial Services
KOTARISUG,Consumer Defensive
KOTHARIPET,Basic Materials
KOTHARIPRO,Industrials
KOTYARK,Energy
KPIGREEN,Utilities
KPIL,Industrials
KPITTECH,Technology
KPRMILL,Consumer Cyclical
KRBL,Consumer Defensive
KREBSBIO,Healthcare
KRIDHANINF,Basic Materials
KRISHANA,Basic Materials
KRISHCA,Industrials
KRISHNADEF,Industrials
KRITI,Industrials
KRITIKA,Basic Materials
KRITINUT,Consumer Defensive
KRSNAA,Healthcare
KSB,Industrials
KSCL,Basic Materials
KSHITIJPOL,Basic Materials
KSL,Basic Materials
KSOLVES,Technology
KTKBANK,Financial Services
KUANTUM,Basic Materials
L&TFH,Financial Services
LAGNAM,Consumer Cyclical
LAL,Consumer Cyclical
LALPATHLAB,Healthcare
LAMBODHARA,Consumer Cyclical
LANDMARK,Consumer Cyclical
LAOPALA,Consumer Cyclical
LASA,Healthcare
LATENTVIEW,Industrials
LATTEYS,Industrials
LAURUSLABS,Healthcare
LAXMICOT,Consumer Cyclical
LAXMIMACH,Industrials
LCCINFOTEC,Consumer Defensive
LEMERITE,Consumer Cyclical
LEMONTREE,Consumer Cyclical
LEXUS,Industrials
LFIC,Financial Services
LGBBROSLTD,Consumer Cyclical
LGBFORGE,Industrials
LGHL,Consumer Cyclical
LIBAS,Consumer Cyclical
LIBERTSHOE,Consumer Cyclical
LICHSGFIN,Financial Services
LICI,Financial Services
LICMFGOLD,Financial Services
LICNETFGSC,Financial Services
LICNETFN50,Financial Services
LICNETFSEN,Financial Services
LICNFNHGP,Financial Services
LIKHITHA,Energy
LINC,Industrials
LINCOLN,Healthcare
LINDEINDIA,Basic Materials
LIQUID,Financial Services
LIQUIDBEES,Financial Services
LIQUIDETF,Financial Services
LIQUIDIETF,Financial Services
LIQUIDSBI,Financial Services
LLOYDS,Consumer Cyclical
LLOYDSENGG,Industrials
LLOYDSME,Basic Materials
LODHA,Real Estate
LOKESHMACH,Industrials
LORDSCHLO,Basic Materials
LOTUSEYE,Healthcare
LOVABLE,Consumer Cyclical
LOWVOL,Financial Services
LOWVOLIETF,Financial Services
LOYALTEX,Consumer Cyclical
LPDC,Real Estate
LRRPL,Industrials
LT,Industrials
LTFOODS,Consumer Defensive
LTGILTBEES,Financial Services
LTIM,Technology
LTTS,Technology
LUMAXIND,Consumer Cyclical
LUMAXTECH,Consumer Cyclical
LUPIN,Healthcare
LUXIND,Consumer Cyclical
LXCHEM,Basic Materials
LYKALABS,Healthcare
LYPSAGEMS,Consumer Cyclical
M&M,Consumer Cyclical
MAANALU,Basic Materials
MACPOWER,Industrials
MADHAV,Industrials
MADHAVBAUG,Healthcare
MADHUCON,Industrials
MADHUSUDAN,Consumer Defensive
MADRASFERT,Basic Materials
MAFANG,Financial Services
MAGADSUGAR,Consumer Defensive
MAGNUM,Basic Materials
MAGSON,Consumer Defensive
MAHABANK,Financial Services
MAHAPEXLTD,Financial Services
MAHASTEEL,Basic Materials
MAHEPC,Industrials
MAHESHWARI,Industrials
MAHICKRA,Basic Materials
MAHKTECH,Financial Services
MAHLIFE,Real Estate
MAHLOG,Industrials
MAHSCOOTER,Consumer Cyclical
MAHSEAMLES,Basic Materials
MAITHANALL,Basic Materials
MAITREYA,Healthcare
MAKEINDIA,Financial Services
MAKS,Industrials
MAL,Industrials
MALLCOM,Industrials
MALUPAPER,Basic Materials
MANAKALUCO,Basic Materials
MANAKCOAT,Industrials
MANAKSIA,Industrials
MANAKSTEEL,Basic Materials
MANALIPETC,Basic Materials
MANAPPURAM,Financial Services
MANAV,Industrials
MANGALAM,Healthcare
MANGCHEFER,Basic Materials
MANGLMCEM,Basic Materials
MANINDS,Basic Materials
MANINFRA,Industrials
MANKIND,Healthcare
MANOMAY,Consumer Cyclical
MANORAMA,Consumer Defensive
MANORG,Basic Materials
MANUGRAPH,Industrials
MANYAVAR,Consumer Cyclical
MAPMYINDIA,Technology
MARALOVER,Consumer Cyclical
MARATHON,Real Estate
MARCO,Industrials
MARICO,Consumer Defensive
MARINE,Industrials
MARINETRAN,Services
MARKSANS,Healthcare
MARSHALL,Industrials
MARUTI,Consumer Cyclical
MASFIN,Financial Services
MASKINVEST,Financial Services
MASPTOP50,Financial Services
MASTEK,Technology
MATRIMONY,Communication Services
MAWANASUG,Consumer Defensive
MAXESTATES,Real Estate
MAXHEALTH,Healthcare
MAXIND,Healthcare
MAYURUNIQ,Consumer Cyclical
MAZDA,Industrials
MAZDOCK,Industrials
MBAPL,Basic Materials
MBECL,Industrials
MBLINFRA,Industrials
MCDOWELL-N,Consumer Defensive
MCL,Basic Materials
MCLEODRUSS,Consumer Defensive
MCON,Basic Materials
MCX,Financial Services
MDL,Consumer Cyclical
MEDANTA,Healthcare
MEDICAMEQ,Healthcare
MEDICO,Healthcare
MEDPLUS,Healthcare
MEGAFLEX,Basic Materials
MEGASOFT,Healthcare
MEGASTAR,Consumer Defensive
MELSTAR,Technology
MENONBE,Consumer Cyclical
MEP,Industrials
METROBRAND,Consumer Cyclical
METROPOLIS,Healthcare
MFSL,Financial Services
MGEL,Consumer Defensive
MGL,Utilities
MHHL,Healthcare
MHLXMIRU,Consumer Cyclical
MHRIL,Consumer Cyclical
MICEL,Technology
MICROPRO,Technology
MID150BEES,Financial Services
MIDCAPETF,Financial Services
MIDCAPIETF,Financial Services
MIDHANI,Basic Materials
MIDSELIETF,Financial Services
MILTON,Consumer Cyclical
MINDACORP,Consumer Cyclical
MINDPOOL,Technology
MINDSPACE,Consumer Cyclical
MINDTECK,Technology
MIRCELECTR,Consumer Cyclical
MIRZAINT,Consumer Cyclical
MITCON,Industrials
MITTAL,Consumer Cyclical
MKPL,Consumer Defensive
MMFL,Industrials
MMP,Basic Materials
MMTC,Industrials
MODIRUBBER,Real Estate
MODISONLTD,Industrials
MOGSEC,Financial Services
MOHEALTH,Financial Services
MOHITIND,Consumer Cyclical
MOIL,Basic Materials
MOKSH,Consumer Cyclical
MOL,Basic Materials
MOLDTECH,Industrials
MOLDTKPAC,Industrials
MOLOWVOL,Financial Services
MOM100,Financial Services
MOM30IETF,Financial Services
MOM50,Financial Services
MOMENTUM,Financial Services
MOMOMENTUM,Financial Services
MON100,Financial Services
MONARCH,Financial Services
MONIFTY500,Financial Services
MONOPHARMA,Healthcare
MONQ50,Financial Services
MONTECARLO,Consumer Cyclical
MOQUALITY,Financial Services
MORARJEE,Consumer Cyclical
MOREPENLAB,Healthcare
MOS,Financial Services
MOTHERSON,Consumer Cyclical
MOTILALOFS,Financial Services
MOTISONS,Consumer Cyclical
MOTOGENFIN,Real Estate
MOVALUE,Financial Services
MPHASIS,Technology
MPSLTD,Communication Services
MPTODAY,Communication Services
MRF,Consumer Cyclical
MRO-TEK,Technology
MRPL,Energy
MSPL,Basic Materials
MSTCLTD,Industrials
MSUMI,Consumer Cyclical
MTARTECH,Industrials
MTEDUCARE,Consumer Defensive
MTNL,Communication Services
MUFIN,Financial Services
MUFTI,Consumer Cyclical
MUKANDLTD,Basic Materials
MUKTAARTS,Communication Services
MUNJALAU,Consumer Cyclical
MUNJALSHOW,Consumer Cyclical
MURUDCERA,Industrials
MUTHOOTCAP,Financial Services
MUTHOOTFIN,Financial Services
MUTHOOTMF,Financial Services
MVGJL,Consumer Cyclical
MWL,Basic Materials
NACLIND,Basic Materials
NAGAFERT,Basic Materials
NAGREEKCAP,Financial Services
NAGREEKEXP,Consumer Cyclical
NAHARCAP,Financial Services
NAHARINDUS,Consumer Cyclical
NAHARPOLY,Consumer Cyclical
NAHARSPING,Consumer Cyclical
NAM-INDIA,Financial Services
NARMADA,Basic Materials
NATCOPHARM,Healthcare
NATHBIOGEN,Basic Materials
NATIONALUM,Basic Materials
NAUKRI,Communication Services
NAVA,Industrials
NAVINFLUOR,Basic Materials
NAVINIFTY,Financial Services
NAVKARCORP,Industrials
NAVNETEDUL,Communication Services
NAZARA,Communication Services
NBCC,Industrials
NBIFIN,Financial Services
NCC,Industrials
NCLIND,Basic Materials
NDGL,Financial Services
NDL,Consumer Cyclical
NDLVENTURE,Communication Services
NDRAUTO,Consumer Cyclical
NDTV,Communication Services
NECCLTD,Industrials
NECLIFE,Healthcare
NELCAST,Industrials
NELCO,Technology
NEOGEN,Basic Materials
NESCO,Industrials
NESTLEIND,Consumer Defensive
NETF,Financial Services
NETWEB,Technology
NETWORK18,Communication Services
NEULANDLAB,Healthcare
NEWGEN,Technology
NEWJAISA,Technology
NEXT50,Financial Services
NEXT50IETF,Financial Services
NEXTMEDIA,Communication Services
NFL,Basic Materials
NGIL,Consumer Defensive
NGLFINE,Healthcare
NH,Healthcare
NIACL,Financial Services
NIBL,Industrials
NIDAN,Healthcare
NIF100BEES,Financial Services
NIF100IETF,Financial Services
NIFMID150,Financial Services
NIFTYBEES,Financial Services
NIFTYETF,Financial Services
NIFTYIETF,Financial Services
NIFTYQLITY,Financial Services
NIITLTD,Consumer Defensive
NIITMTS,Consumer Defensive
NILAINFRA,Real Estate
NILASPACES,Real Estate
NILKAMAL,Consumer Cyclical
NINSYS,Technology
NIPPOBATRY,Industrials
NIRAJ,Industrials
NIRMAN,Consumer Defensive
NITCO,Industrials
NITINSPIN,Consumer Cyclical
NITIRAJ,Technology
NKIND,Consumer Defensive
NLCINDIA,Utilities
NMDC,Basic Materials
NOCIL,Basic Materials
NOIDATOLL,Industrials
NORBTEAEXP,Consumer Defensive
NPBET,Financial Services
NPST,Technology
NRAIL,Basic Materials
NRBBEARING,Consumer Cyclical
NRL,Industrials
NSIL,Financial Services
NSLNISP,Basic Materials
NUCLEUS,Technology
NURECA,Healthcare
NUVAMA,Financial Services
NUVOCO,Basic Materials
NV20BEES,Financial Services
NV20IETF,Financial Services
NXST,Consumer Cyclical
NYKAA,Consumer Cyclical
OAL,Basic Materials
OBCL,Industrials
OBEROIRLTY,Real Estate
OCCL,Basic Materials
OFSS,Technology
OIL,Energy
OILCOUNTUB,Energy
OLECTRA,Industrials
OLIL,Services
OMAXAUTO,Consumer Cyclical
OMAXE,Real Estate
OMINFRAL,Industrials
OMKARCHEM,Basic Materials
ONDOOR,Consumer Cyclical
ONELIFECAP,Financial Services
ONEPOINT,Industrials
ONGC,Energy
ONMOBILE,Communication Services
ONWARDTEC,Technology
OPTIEMUS,Technology
ORBTEXP,Consumer Cyclical
ORCHPHARMA,Healthcare
ORIANA,Industrials
ORICONENT,Industrials
ORIENTALTL,Industrials
ORIENTBELL,Industrials
ORIENTCEM,Basic Materials
ORIENTCER,Basic Materials
ORIENTELEC,Consumer Cyclical
ORIENTHOT,Consumer Cyclical
ORIENTLTD,Industrials
ORIENTPPR,Basic Materials
ORISSAMINE,Basic Materials
ORTINLAB,Healthcare
OSIAHYPER,Consumer Cyclical
OSWALAGRO,Real Estate
OSWALGREEN,Financial Services
OSWALSEEDS,Basic Materials
PAGEIND,Consumer Cyclical
PAISALO,Financial Services
PAKKA,Basic Materials
PALASHSECU,Consumer Defensive
PALREDTEC,Technology
PANACEABIO,Healthcare
PANACHE,Technology
PANAMAPET,Energy
PANSARI,Real Estate
PAR,Healthcare
PARACABLES,Technology
PARADEEP,Basic Materials
PARAGMILK,Consumer Defensive
PARAGON,Basic Materials
PARAS,Industrials
PARASPETRO,Consumer Cyclical
PARIN,Consumer Cyclical
PARSVNATH,Real Estate
PARTYCRUS,Consumer Cyclical
PASUPTAC,Consumer Cyclical
PATANJALI,Consumer Defensive
PATELENG,Industrials
PATINTLOG,Industrials
PATTECH,Industrials
PAVNAIND,Consumer Cyclical
PAYTM,Technology
PCBL,Basic Materials
PCJEWELLER,Consumer Cyclical
PDMJEPAPER,Basic Materials
PDSL,Industrials
PEARLPOLY,Consumer Cyclical
PENIND,Industrials
PENINLAND,Real Estate
PENTAGON,Industrials
PERFECT,Industrials
PERSISTENT,Technology
PETRONET,Energy
PFIZER,Healthcare
PFOCUS,Communication Services
PFS,Financial Services
PGEL,Technology
PGHH,Consumer Defensive
PGHL,Healthcare
PGIL,Consumer Cyclical
PGINVIT,Utilities
PHANTOMFX,Consumer Cyclical
PHARMABEES,Financial Services
PHOENIXLTD,Real Estate
PIDILITIND,Basic Materials
PIGL,Industrials
PIIND,Basic Materials
PILANIINVS,Financial Services
PILITA,Consumer Cyclical
PIONEEREMB,Consumer Cyclical
PITTIENG,Industrials
PIXTRANS,Industrials
PKTEA,Consumer Defensive
PLADAINFO,Services
PLASTIBLEN,Basic Materials
PLAZACABLE,Industrials
PNB,Financial Services
PNBGILTS,Financial Services
PNBHOUSING,Financial Services
PNC,Communication Services
PNCINFRA,Industrials
POCL,Basic Materials
PODDARHOUS,Real Estate
PODDARMENT,Basic Materials
POKARNA,Industrials
POLICYBZR,Financial Services
POLYCAB,Industrials
POLYMED,Healthcare
POLYPLEX,Basic Materials
PONNIERODE,Consumer Defensive
POONAWALLA,Financial Services
POWERGRID,Utilities
POWERINDIA,Technology
POWERMECH,Industrials
PPAP,Consumer Cyclical
PPL,Industrials
PPLPHARMA,Healthcare
PRAENG,Real Estate
PRAJIND,Industrials
PRAKASH,Basic Materials
PRAKASHSTL,Basic Materials
PRAMARA,Consumer Cyclical
PRAXIS,Consumer Cyclical
PRECAM,Consumer Cyclical
PRECISION,Consumer Cyclical
PRECOT,Consumer Cyclical
PRECWIRE,Industrials
PREMEXPLN,Basic Materials
PREMIERPOL,Basic Materials
PRESSTONIC,Industrials
PRESTIGE,Real Estate
PRICOLLTD,Consumer Cyclical
PRIMESECU,Financial Services
PRINCEPIPE,Industrials
PRITI,Consumer Cyclical
PRITIKA,Consumer Cyclical
PRITIKAUTO,Industrials
PRIVISCL,Basic Materials
PROLIFE,Basic Materials
PROPEQUITY,Consumer Cyclical
PROV,Financial Services
PROZONER,Real Estate
PRSMJOHNSN,Basic Materials
PRUDENT,Financial Services
PRUDMOULI,Consumer Cyclical
PSB,Financial Services
PSPPROJECT,Industrials
PSUBNKBEES,Financial Services
PSUBNKIETF,Financial Services
PTC,Utilities
PTCIL,Industrials
PTL,Real Estate
PULZ,Consumer Cyclical
PUNJABCHEM,Basic Materials
PURVA,Real Estate
PVP,Industrials
PVRINOX,Communication Services
PVTBANIETF,Financial Services
PYRAMID,Industrials
QFIL,Industrials
QGOLDHALF,Financial Services
QMSMEDI,Healthcare
QNIFTY,Financial Services
QUADPRO,Technology
QUAL30IETF,Financial Services
QUESS,Industrials
QUICKHEAL,Technology
QUICKTOUCH,Technology
RACE,Industrials
RADAAN,Communication Services
RADHIKAJWE,Consumer Cyclical
RADIANTCMS,Industrials
RADICO,Consumer Defensive
RAILTEL,Communication Services
RAIN,Basic Materials
RAINBOW,Healthcare
RAJESHEXPO,Consumer Cyclical
RAJMET,Basic Materials
RAJRATAN,Basic Materials
RAJRILTD,Consumer Cyclical
RAJSREESUG,Consumer Defensive
RAJTV,Communication Services
RALLIS,Basic Materials
RAMANEWS,Basic Materials
RAMAPHO,Basic Materials
RAMASTEEL,Basic Materials
RAMCOCEM,Basic Materials
RAMCOIND,Industrials
RAMCOSYS,Technology
RAMKY,Industrials
RAMRAT,Industrials
RANASUG,Consumer Defensive
RANEENGINE,Consumer Cyclical
RANEHOLDIN,Consumer Cyclical
RATEGAIN,Technology
RATNAMANI,Basic Materials
RATNAVEER,Basic Materials
RAYMOND,Consumer Cyclical
RBA,Consumer Cyclical
RBL,Consumer Cyclical
RBLBANK,Financial Services
RBMINFRA,Services
RBZJEWEL,Consumer Cyclical
RCDL,Consumer Cyclical
RCF,Basic Materials
REDINGTON,Technology
REDTAPE,Consumer Cyclical
REFEX,Energy
REGENCERAM,Industrials
RELAXO,Consumer Cyclical
RELCHEMQ,Consumer Cyclical
RELIABLE,Technology
RELIANCE,Energy
RELIGARE,Financial Services
RELINFRA,Utilities
REMSONSIND,Consumer Cyclical
REMUS,Healthcare
RENUKA,Consumer Defensive
REPCOHOME,Financial Services
REPL,Industrials
REPRO,Industrials
RESPONIND,Basic Materials
RGL,Consumer Cyclical
RHFL,Financial Services
RHIM,Industrials
RHL,Consumer Cyclical
RICOAUTO,Consumer Cyclical
RIIL,Industrials
RILINFRA,Industrials
RISHABH,Technology
RITCO,Industrials
RITES,Industrials
RITEZONE,Basic Materials
RKDL,Consumer Defensive
RKEC,Industrials
RKFORGE,Industrials
RMDRIP,Industrials
RML,Consumer Cyclical
ROCKINGDCE,Services
ROHLTD,Consumer Cyclical
ROLEXRINGS,Industrials
ROLLT,Industrials
ROML,Consumer Cyclical
ROSSARI,Basic Materials
ROSSELLIND,Industrials
ROTO,Industrials
ROUTE,Communication Services
ROXHITECH,Technology
RPGLIFE,Healthcare
RPOWER,Utilities
RPPINFRA,Industrials
RPPL,Consumer Cyclical
RPSGVENT,Technology
RRKABEL,Industrials
RSSOFTWARE,Technology
RSWM,Consumer Cyclical
RSYSTEMS,Technology
RTNINDIA,Consumer Cyclical
RTNPOWER,Utilities
RUBYMILLS,Consumer Cyclical
RUCHINFRA,Industrials
RUCHIRA,Basic Materials
RUPA,Consumer Cyclical
RUSHIL,Consumer Cyclical
RUSTOMJEE,Real Estate
RVHL,Real Estate
RVNL,Industrials
S&SPOWER,Industrials
SAAKSHI,Industrials
SABEVENTS,Communication Services
SABTN,Communication Services
SADBHAV,Industrials
SADBHIN,Industrials
SADHNANIQ,Basic Materials
SAFARI,Consumer Cyclical
SAGARDEEP,Basic Materials
SAGCEM,Basic Materials
SAH,Consumer Cyclical
SAHAJ,Consumer Cyclical
SAHANA,Technology
SAHYADRI,Industrials
SAIFL,Consumer Cyclical
SAIL,Basic Materials
SAKAR,Healthcare
SAKHTISUG,Consumer Defensive
SAKSOFT,Technology
SAKUMA,Consumer Defensive
SALASAR,Basic Materials
SALONA,Consumer Cyclical
SALSTEEL,Basic Materials
SALZERELEC,Industrials
SAMBHAAV,Communication Services
SAMHI,Consumer Cyclical
SAMPANN,Basic Materials
SANCO,Industrials
SANDESH,Communication Services
SANDHAR,Consumer Cyclical
SANDUMA,Basic Materials
SANGAMIND,Consumer Cyclical
SANGANI,Healthcare
SANGHIIND,Basic Materials
SANGHVIMOV,Industrials
SANGINITA,Basic Materials
SANOFI,Healthcare
SANSERA,Industrials
SAPPHIRE,Consumer Cyclical
SARDAEN,Basic Materials
SAREGAMA,Communication Services
SARLAPOLY,Consumer Cyclical
SAROJA,Basic Materials
SARTELE,Communication Services
SARVESHWAR,Consumer Defensive
SASKEN,Technology
SASTASUNDR,Healthcare
SATIA,Basic Materials
SATIN,Financial Services
SATINDLTD,Industrials
SBC,Industrials
SBCL,Industrials
SBFC,Financial Services
SBGLP,Real Estate
SBICARD,Financial Services
SBIETFCON,Financial Services
SBIETFIT,Financial Services
SBIETFPB,Financial Services
SBIETFQLTY,Financial Services
SBILIFE,Financial Services
SBIN,Financial Services
SCHAEFFLER,Consumer Cyclical
SCHAND,Communication Services
SCHNEIDER,Industrials
SCI,Industrials
SCML,Industrials
SCPL,Consumer Defensive
SDBL,Consumer Defensive
SDL24BEES,Financial Services
SDL26BEES,Financial Services
SEAMECLTD,Industrials
SECL,Industrials
SECMARK,Industrials
SECURCRED,Industrials
SECURKLOUD,Technology
SEL,Industrials
SELAN,Energy
SELMC,Consumer Cyclical
SEMAC,Industrials
SENCO,Consumer Cyclical
SENSEXETF,Financial Services
SENSEXIETF,Financial Services
SEPC,Industrials
SEQUENT,Healthcare
SERVICE,Services
SERVOTECH,Industrials
SESHAPAPER,Basic Materials
SETCO,Consumer Cyclical
SETF10GILT,Financial Services
SETFGOLD,Financial Services
SETFNIF50,Financial Services
SETFNIFBK,Financial Services
SETFNN50,Financial Services
SEYAIND,Basic Materials
SFL,Consumer Cyclical
SGBAPR28I,Financial Services
SGBAUG24,Financial Services
SGBAUG27,Financial Services
SGBAUG28V,Financial Services
SGBAUG29V,Financial Services
SGBAUG30,Financial Services
SGBD29VIII,Financial Services
SGBDC27VII,Financial Services
SGBDE30III,Financial Services
SGBDEC2513,Financial Services
SGBFEB24,Financial Services
SGBFEB27,Financial Services
SGBFEB29XI,Financial Services
SGBJAN27,Financial Services
SGBJAN29IX,Financial Services
SGBJAN29X,Financial Services
SGBJAN30IX,Financial Services
SGBJU29III,Financial Services
SGBJUL25,Financial Services
SGBJUL27,Financial Services
SGBJUL28IV,Financial Services
SGBJUL29IV,Financial Services
SGBJUN27,Financial Services
SGBJUN28,Financial Services
SGBJUN29II,Financial Services
SGBJUN30,Financial Services
SGBJUN31I,Financial Services
SGBMAR24,Financial Services
SGBMAR25,Financial Services
SGBMAR28X,Financial Services
SGBMAR30X,Financial Services
SGBMAR31IV,Financial Services
SGBMAY25,Financial Services
SGBMAY26,Financial Services
SGBMAY28,Financial Services
SGBMAY29I,Financial Services
SGBMR29XII,Financial Services
SGBN28VIII,Financial Services
SGBNOV24,Financial Services
SGBNOV26,Financial Services
SGBNV29VII,Financial Services
SGBOC28VII,Financial Services
SGBOCT25IV,Financial Services
SGBOCT25V,Financial Services
SGBOCT26,Financial Services
SGBOCT27,Financial Services
SGBOCT27VI,Financial Services
SGBSEP24,Financial Services
SGBSEP27,Financial Services
SGBSEP28VI,Financial Services
SGBSEP29VI,Financial Services
SGBSEP31II,Financial Services
SGIL,Industrials
SGL,Consumer Cyclical
SHAH,Basic Materials
SHAHALLOYS,Basic Materials
SHAILY,Basic Materials
SHAKTIPUMP,Industrials
SHALBY,Healthcare
SHALPAINTS,Basic Materials
SHANKARA,Consumer Cyclical
SHANTHALA,Consumer Cyclical
SHANTI,Consumer Defensive
SHANTIGEAR,Industrials
SHARDACROP,Basic Materials
SHARDAMOTR,Consumer Cyclical
SHARIABEES,Financial Services
SHEETAL,Consumer Cyclical
SHEMAROO,Communication Services
SHERA,Industrials
SHIGAN,Consumer Cyclical
SHILPAMED,Healthcare
SHIVALIK,Basic Materials
SHIVAMAUTO,Consumer Cyclical
SHIVAMILLS,Consumer Cyclical
SHIVATEX,Consumer Cyclical
SHK,Basic Materials
SHOPERSTOP,Consumer Cyclical
SHRADHA,Real Estate
SHREDIGCEM,Basic Materials
SHREECEM,Basic Materials
SHREEOSFM,Services
SHREEPUSHK,Basic Materials
SHREERAMA,Consumer Cyclical
SHRENIK,Basic Materials
SHREYANIND,Basic Materials
SHREYAS,Industrials
SHRIPISTON,Consumer Cyclical
SHRIRAMPPS,Real Estate
SHRITECH,Industrials
SHUBHLAXMI,Consumer Cyclical
SHYAMCENT,Basic Materials
SHYAMMETL,Basic Materials
SHYAMTEL,Technology
SICALLOG,Industrials
SIEMENS,Industrials
SIGACHI,Healthcare
SIGIND,Basic Materials
SIGMA,Technology
SIGNATURE,Real Estate
SIKKO,Basic Materials
SIL,Consumer Cyclical
SILGO,Consumer Cyclical
SILINV,Financial Services
SILLYMONKS,Communication Services
SILVER,Financial Services
SILVERBEES,Financial Services
SILVERETF,Financial Services
SILVERIETF,Financial Services
SILVERTUC,Technology
SILVRETF,Financial Services
SIMBHALS,Consumer Defensive
SIMPLEXINF,Industrials
SINDHUTRAD,Industrials
SINTERCOM,Consumer Cyclical
SIRCA,Basic Materials
SIS,Industrials
SIYSIL,Consumer Cyclical
SJLOGISTIC,Services
SJS,Consumer Cyclical
SJVN,Utilities
SKFINDIA,Industrials
SKIPPER,Industrials
SKMEGGPROD,Consumer Defensive
SKP,Industrials
SKYGOLD,Consumer Cyclical
SMARTLINK,Technology
SMCGLOBAL,Financial Services
SMLISUZU,Consumer Cyclical
SMLT,Industrials
SMSLIFE,Healthcare
SMSPHARMA,Healthcare
SMVD,Industrials
SNOWMAN,Industrials
SOBHA,Real Estate
SOFTTECH,Technology
SOLARA,Healthcare
SOLARINDS,Basic Materials
SOLEX,Industrials
SOMANYCERA,Industrials
SOMATEX,Consumer Cyclical
SOMICONVEY,Industrials
SONACOMS,Consumer Cyclical
SONAMLTD,Consumer Cyclical
SONATSOFTW,Technology
SONUINFRA,Industrials
